#19201-19500 Amani 19501-19800 Atal'ai 19801-20100 Razorbranch 20101-20400 Firetree  20401-20700 Mossflayer 20701-21000 Revantusk 21001-21300 Vilebrach 21301-21600 Shadowpine 21601-21900 Whitebark 21901-22200 Bloodscalp
#22201-22500 Darkspear 22501-22800 Gurubashi 22801-23100 Shatterspear 23101-23400 Drakkari 23401-23700 Frostmane 23701-24000 Sandfury 24001-24300 Smolderthorn 24301-24600 Shadowglen 24601-24900 Winterax 
#24901-25200 Winterfang 25201-25500 Shadowtooth 25501-25700 Zandalari 25701-26000 Zulian 26001-26300 Razzashi

#Dynasties 19001 - 19200 used for named troll characters


23346 = { name = "Jelani" culture = skullsplitter }
23347 = { name = "Jojo" culture = skullsplitter }
23348 = { name = "Kanye" culture = skullsplitter }
23349 = { name = "Kenya" culture = skullsplitter }
23350 = { name = "Azikiwe" culture = skullsplitter }
23351 = { name = "Awolowo" culture = skullsplitter }
23352 = { name = "Bello" culture = skullsplitter }
23353 = { name = "Balewa" culture = skullsplitter }
23354 = { name = "Akintola" culture = skullsplitter }
23355 = { name = "Okotie-Eboh" culture = skullsplitter }
23356 = { name = "Nzeogwu" culture = skullsplitter }
23358 = { name = "Onwuatuegwu" culture = skullsplitter }
23359 = { name = "Okafor" culture = skullsplitter }
23360 = { name = "Okereke" culture = skullsplitter }
23361 = { name = "Okeke" culture = skullsplitter }
23362 = { name = "Okonkwo" culture = skullsplitter }
23363 = { name = "Okoye" culture = skullsplitter }
23364 = { name = "Okorie" culture = skullsplitter }
23365 = { name = "Obasanjo" culture = skullsplitter }
23366 = { name = "Babangida" culture = skullsplitter }
23367 = { name = "Buhari" culture = skullsplitter }
23368 = { name = "Dimka" culture = skullsplitter }
23369 = { name = "Diya" culture = skullsplitter }
23370 = { name = "Odili" culture = skullsplitter }
23371 = { name = "Ibori" culture = skullsplitter }
23372 = { name = "Igbinedion" culture = skullsplitter }
23373 = { name = "Alamiyeseigha" culture = skullsplitter }
23374 = { name = "Yar'adua" culture = skullsplitter }
23375 = { name = "Akpabio" culture = skullsplitter }
23376 = { name = "Attah" culture = skullsplitter }
23377 = { name = "Chukwumereije" culture = skullsplitter }
23378 = { name = "Akunyili" culture = skullsplitter }
23379 = { name = "Iweala" culture = skullsplitter }
23380 = { name = "Okonjo" culture = skullsplitter }
23381 = { name = "Ezekwesili" culture = skullsplitter }
23382 = { name = "Achebe" culture = skullsplitter }
23383 = { name = "Soyinka" culture = skullsplitter }
23384 = { name = "Solarin" culture = skullsplitter }
23385 = { name = "Gbadamosi" culture = skullsplitter }
23386 = { name = "Olanrewaju" culture = skullsplitter }
23387 = { name = "Magoro" culture = skullsplitter }
23388 = { name = "Madaki" culture = skullsplitter }
23389 = { name = "Jang" culture = skullsplitter }
23390 = { name = "Oyinlola" culture = skullsplitter }
23391 = { name = "Oyenusi" culture = skullsplitter }
23392 = { name = "Onejekwe" culture = skullsplitter }
23393 = { name = "Onwudine" culture = skullsplitter }
23394 = { name = "Jakande" culture = skullsplitter }
23395 = { name = "Kalejaiye" culture = skullsplitter }
23396 = { name = "Igwe" culture = skullsplitter }
23397 = { name = "Eze" culture = skullsplitter }
23398 = { name = "Obi" culture = skullsplitter }
23399 = { name = "Ngige" culture = skullsplitter }
23400 = { name = "Uba" culture = skullsplitter }



23101 = { name = "Armorai" culture = drakkari }
23102 = { name = "Pogine" culture = drakkari }
23103 = { name = "Talaniji" culture = drakkari }
23104 = { name = "Ilatike" culture = drakkari }
23105 = { name = "Nagetza" culture = drakkari }
23106 = { name = "Vetla" culture = drakkari }
23107 = { name = "Tajani" culture = drakkari }
23108 = { name = "Tregweni" culture = drakkari }
23109 = { name = "Valakidu" culture = drakkari }
23110 = { name = "Zebuwa" culture = drakkari }
23111 = { name = "Armani" culture = drakkari }
23112 = { name = "Berwandi" culture = drakkari }
23113 = { name = "Huntani" culture = drakkari }
23114 = { name = "Kontala" culture = drakkari }
23115 = { name = "Gyatsu" culture = drakkari }
23116 = { name = "Zuldani" culture = drakkari }
23117 = { name = "Makari" culture = drakkari }
23118 = { name = "Barraki" culture = drakkari }
23119 = { name = "Tsanami" culture = drakkari }
23120 = { name = "Bwotswani" culture = drakkari }
23121 = { name = "Mossami" culture = drakkari }
23122 = { name = "Mossa" culture = drakkari }
23123 = { name = "Nzala" culture = drakkari }
23124 = { name = "Mbakala" culture = drakkari }
23125 = { name = "Tzala" culture = drakkari }
23126 = { name = "Zora" culture = drakkari }
23127 = { name = "Bandbani" culture = drakkari }
23128 = { name = "Terojin" culture = drakkari }
23129 = { name = "Tonami" culture = drakkari }
23130 = { name = "Uchi'hala" culture = drakkari }
23131 = { name = "Ala'tor" culture = drakkari }
23132 = { name = "Sala'jin" culture = drakkari }
23133 = { name = "Tol'gashi" culture = drakkari }
23134 = { name = "Val'jin" culture = drakkari }
23135 = { name = "Val'jala" culture = drakkari }
23136 = { name = "Val'daka" culture = drakkari }
23137 = { name = "Putikala" culture = drakkari }
23138 = { name = "Xuhala" culture = drakkari }
23139 = { name = "Xuhanaka" culture = drakkari }
23140 = { name = "Ostawa" culture = drakkari }
23141 = { name = "Ostawana" culture = drakkari }
23142 = { name = "Ostmawi" culture = drakkari }
23143 = { name = "Dkana" culture = drakkari }
23144 = { name = "Arakana" culture = drakkari }
23145 = { name = "Garakana" culture = drakkari }
23146 = { name = "Grakhana" culture = drakkari }
23147 = { name = "Makarena" culture = drakkari }
23148 = { name = "Malakara" culture = drakkari }
23149 = { name = "Tonamala" culture = drakkari }
23150 = { name = "Bwotsugala" culture = drakkari }
23151 = { name = "Motani" culture = drakkari }
23152 = { name = "Motami" culture = drakkari }
23153 = { name = "Nasrani" culture = drakkari }
23154 = { name = "Dkala" culture = drakkari }
23155 = { name = "Ukhala" culture = drakkari }
23156 = { name = "Ughandi" culture = drakkari }
23157 = { name = "Maldambi" culture = drakkari }
23158 = { name = "Maldonambi" culture = drakkari }
23159 = { name = "Kuretaka" culture = drakkari }
23160 = { name = "Hala" culture = drakkari }
23161 = { name = "Velkahala" culture = drakkari }
23162 = { name = "Malahala" culture = drakkari }
23163 = { name = "Zambala" culture = drakkari }
23164 = { name = "Foreva" culture = drakkari }
23165 = { name = "T'chkani" culture = drakkari }
23166 = { name = "T'pkala" culture = drakkari }
23167 = { name = "Zalajin" culture = drakkari }
23168 = { name = "Zalan'jin" culture = drakkari }
23169 = { name = "Zemba" culture = drakkari }
23170 = { name = "Zebala" culture = drakkari }
23171 = { name = "Zebawala" culture = drakkari }
23172 = { name = "Zekonjin" culture = drakkari }
23173 = { name = "Zantala" culture = drakkari }
23174 = { name = "Zurawana" culture = drakkari }
23175 = { name = "Zalewana" culture = drakkari }
23176 = { name = "Zakarawana" culture = drakkari }
23177 = { name = "Mbuka" culture = drakkari }
23178 = { name = "Ntuka" culture = drakkari }
23179 = { name = "Tskala" culture = drakkari }
23180 = { name = "Tiskala" culture = drakkari }
23181 = { name = "Walazamin" culture = drakkari }
23182 = { name = "Warazana" culture = drakkari }
23183 = { name = "Kazarjin" culture = drakkari }
23184 = { name = "Alkahalu" culture = drakkari }
23185 = { name = "Wzala" culture = drakkari }
23186 = { name = "Ktalu" culture = drakkari }
23187 = { name = "Wtalu" culture = drakkari }
23188 = { name = "Zebudalu" culture = drakkari }
23189 = { name = "Anadalu" culture = drakkari }
23190 = { name = "Dakari" culture = drakkari }
23191 = { name = "Kahirari" culture = drakkari }
23192 = { name = "Xuljin" culture = drakkari }
23193 = { name = "Xuhana" culture = drakkari }
23194 = { name = "Mbekala" culture = drakkari }
23195 = { name = "Terokala" culture = drakkari }
23196 = { name = "Wandalu" culture = drakkari }
23197 = { name = "Pomeranu" culture = drakkari }
23198 = { name = "Nkali" culture = drakkari }
23199 = { name = "Zantalajin" culture = drakkari }
23200 = { name = "Zebrajin" culture = drakkari }
23201 = { name = "Al'jibo" culture = drakkari }
23202 = { name = "Arrowtusk" culture = drakkari }
23203 = { name = "Bag'go" culture = drakkari }
23204 = { name = "Bastoon" culture = drakkari }
23205 = { name = "Windswatcher" culture = drakkari }
23206 = { name = "Beastwalker" culture = drakkari }
23207 = { name = "Steadfast" culture = drakkari }
23208 = { name = "Blazeweaver" culture = drakkari }
23209 = { name = "Bloodfrenzy" culture = drakkari }
23210 = { name = "Bloodteeth" culture = drakkari }
23211 = { name = "Bloodtusk" culture = drakkari }
23212 = { name = "Brokenspear" culture = drakkari }
23213 = { name = "Darktusk" culture = drakkari }
23214 = { name = "Drakebane" culture = drakkari }
23215 = { name = "Flamecaller" culture = drakkari }
23216 = { name = "Flamekeeper" culture = drakkari }
23217 = { name = "Firetusk" culture = drakkari }
23218 = { name = "Firewarder" culture = drakkari }
23219 = { name = "Gadrin" culture = drakkari }
23220 = { name = "Golomojo" culture = drakkari }
23221 = { name = "Grimtusk" culture = drakkari }
23222 = { name = "Blood Drinker" culture = drakkari }
23223 = { name = "Bloodfury" culture = drakkari }
23224 = { name = "Bloodlord" culture = drakkari }
23225 = { name = "Bloodrager" culture = drakkari }
23226 = { name = "Bloodrider" culture = drakkari }
23227 = { name = "Headhunter" culture = drakkari }
23228 = { name = "Hexxer" culture = drakkari }
23229 = { name = "Headsplitter" culture = drakkari }
23233 = { name = "Gutwrench" culture = drakkari }
23231 = { name = "Shadowcaster" culture = drakkari }
23232 = { name = "Seadog" culture = drakkari }
23233 = { name = "Hexx" culture = drakkari }
23234 = { name = "Hexxen" culture = drakkari }
23235 = { name = "Mojo" culture = drakkari }
23236 = { name = "Ji'ro" culture = drakkari }
23237 = { name = "Soulripper" culture = drakkari }
23238 = { name = "Duskwhisperer" culture = drakkari }
23239 = { name = "Longeye" culture = drakkari }
23240 = { name = "Manslayer" culture = drakkari }
23241 = { name = "Mandoom" culture = drakkari }
23242 = { name = "Manbane" culture = drakkari }
23243 = { name = "Flame Eater" culture = drakkari }
23244 = { name = "Dismantler" culture = drakkari }
23245 = { name = "Mordune" culture = drakkari }
23246 = { name = "Mossmeld" culture = drakkari }
23247 = { name = "Nightfang" culture = drakkari }
23248 = { name = "Loa-singer" culture = drakkari }
23249 = { name = "Spotter" culture = drakkari }
23250 = { name = "Shakko" culture = drakkari }
23251 = { name = "Toxifier" culture = drakkari }
23252 = { name = "Steeltusk" culture = drakkari }
23253 = { name = "Stonetusk" culture = drakkari }
23254 = { name = "Stormweaver" culture = drakkari }
23255 = { name = "Lifegrower" culture = drakkari }
23256 = { name = "Starcaller" culture = drakkari }
23257 = { name = "Thornhide" culture = drakkari }
23258 = { name = "Ironshaper" culture = drakkari }
23259 = { name = "Patchmonger" culture = drakkari }
23260 = { name = "Thundercall" culture = drakkari }
23261 = { name = "Two-Tusk" culture = drakkari }
23262 = { name = "Elementalist" culture = drakkari }
23263 = { name = "Vandal" culture = drakkari }
23264 = { name = "Sadist" culture = drakkari }
23265 = { name = "Zurani" culture = drakkari }
23266 = { name = "Eaglebane" culture = drakkari }
23267 = { name = "Two-Toes" culture = drakkari }
23268 = { name = "Hideskinner" culture = drakkari }
23269 = { name = "Scalper" culture = drakkari }
23270 = { name = "Warpbranch" culture = drakkari }
23271 = { name = "Gutchewer" culture = drakkari }
23272 = { name = "Subduer" culture = drakkari }
23273 = { name = "Gulkan" culture = drakkari }
23274 = { name = "Skullcrusher" culture = drakkari }
23275 = { name = "Ramuk" culture = drakkari }
23276 = { name = "Soothsayer" culture = drakkari }
23277 = { name = "Berserker" culture = drakkari }
23278 = { name = "Springbringer" culture = drakkari }
23279 = { name = "Elvenbane" culture = drakkari }
23280 = { name = "Elfeater" culture = drakkari }
23281 = { name = "Thunala" culture = drakkari }
23282 = { name = "Mbeki" culture = drakkari }
23283 = { name = "T'kani" culture = drakkari }
23284 = { name = "Lurakana" culture = drakkari }
23285 = { name = "Asnali" culture = drakkari }
23286 = { name = "Tetuleme" culture = drakkari }
23287 = { name = "Ruksaki" culture = drakkari }
23288 = { name = "Fenri" culture = drakkari }
23289 = { name = "Ndeku" culture = drakkari }
23290 = { name = "I'neku" culture = drakkari }
23291 = { name = "Tawani" culture = drakkari }
23292 = { name = "Tarawi" culture = drakkari }
23293 = { name = "Tarawami" culture = drakkari }
23294 = { name = "Osnetala" culture = drakkari }
23295 = { name = "Tsungu" culture = drakkari }
23296 = { name = "Mbungu" culture = drakkari }
23297 = { name = "Dnungu" culture = drakkari }
23298 = { name = "Pnungu" culture = drakkari }
23299 = { name = "Kari" culture = drakkari }
23300 = { name = "Nosekari" culture = drakkari }
23301 = { name = "Ajanlekoko" culture = drakkari }
23302 = { name = "Ormiata" culture = drakkari }
23303 = { name = "Apeloko" culture = drakkari }
23304 = { name = "Abimbola" culture = drakkari }
23305 = { name = "Abioye" culture = drakkari }
23306 = { name = "Adebowale" culture = drakkari }
23307 = { name = "Adisa" culture = drakkari }
23308 = { name = "Afia" culture = drakkari }
23309 = { name = "Afolabi" culture = drakkari }
23313 = { name = "Afua" culture = drakkari }
23311 = { name = "Akachi" culture = drakkari }
23312 = { name = "Akinyi" culture = drakkari }
23313 = { name = "Akua" culture = drakkari }
23314 = { name = "Baako" culture = drakkari }
23315 = { name = "Babajide" culture = drakkari }
23316 = { name = "Babak" culture = drakkari }
23317 = { name = "Babatunde" culture = drakkari }
23318 = { name = "Babette" culture = drakkari }
23319 = { name = "Chiamaka" culture = drakkari }
23320 = { name = "Chibuzo" culture = drakkari }
23321 = { name = "Chidike" culture = drakkari }
23322 = { name = "Cidubem" culture = drakkari }
23323 = { name = "Chike" culture = drakkari }
23324 = { name = "Chikelu" culture = drakkari }
23325 = { name = "Chikere" culture = drakkari }
23326 = { name = "Chipo" culture = drakkari }
23327 = { name = "Chuks" culture = drakkari }
23329 = { name = "Chukwuemeka" culture = drakkari }
23330 = { name = "Ekua" culture = drakkari }
23331 = { name = "Emeka" culture = drakkari }
23332 = { name = "Emem" culture = drakkari }
23333 = { name = "Faraji" culture = drakkari }
23334 = { name = "Femi" culture = drakkari }
23335 = { name = "Folami" culture = drakkari }
23336 = { name = "Fumnaya" culture = drakkari }
23337 = { name = "Furaha" culture = drakkari }
23338 = { name = "Ife" culture = drakkari }
23339 = { name = "Imamu" culture = drakkari }
23340 = { name = "Manslayer" culture = drakkari }
23341 = { name = "Imani" culture = drakkari }
23342 = { name = "Imari" culture = drakkari }
23343 = { name = "Jabari" culture = drakkari }
23344 = { name = "Jaheem" culture = drakkari }
23345 = { name = "Jaz" culture = drakkari }
23346 = { name = "Jelani" culture = drakkari }
23347 = { name = "Jojo" culture = drakkari }
23348 = { name = "Kanye" culture = drakkari }
23349 = { name = "Kenya" culture = drakkari }
23350 = { name = "Azikiwe" culture = drakkari }
23351 = { name = "Awolowo" culture = drakkari }
23352 = { name = "Bello" culture = drakkari }
23353 = { name = "Balewa" culture = drakkari }
23354 = { name = "Akintola" culture = drakkari }
23355 = { name = "Okotie-Eboh" culture = drakkari }
23356 = { name = "Nzeogwu" culture = drakkari }
23358 = { name = "Onwuatuegwu" culture = drakkari }
23359 = { name = "Okafor" culture = drakkari }
23360 = { name = "Okereke" culture = drakkari }
23361 = { name = "Okeke" culture = drakkari }
23362 = { name = "Okonkwo" culture = drakkari }
23363 = { name = "Okoye" culture = drakkari }
23364 = { name = "Okorie" culture = drakkari }
23365 = { name = "Obasanjo" culture = drakkari }
23366 = { name = "Babangida" culture = drakkari }
23367 = { name = "Buhari" culture = drakkari }
23368 = { name = "Dimka" culture = drakkari }
23369 = { name = "Diya" culture = drakkari }
23370 = { name = "Odili" culture = drakkari }
23371 = { name = "Ibori" culture = drakkari }
23372 = { name = "Igbinedion" culture = drakkari }
23373 = { name = "Alamiyeseigha" culture = drakkari }
23374 = { name = "Yar'adua" culture = drakkari }
23375 = { name = "Akpabio" culture = drakkari }
23376 = { name = "Attah" culture = drakkari }
23377 = { name = "Chukwumereije" culture = drakkari }
23378 = { name = "Akunyili" culture = drakkari }
23379 = { name = "Iweala" culture = drakkari }
23380 = { name = "Okonjo" culture = drakkari }
23381 = { name = "Ezekwesili" culture = drakkari }
23382 = { name = "Achebe" culture = drakkari }
23383 = { name = "Soyinka" culture = drakkari }
23384 = { name = "Solarin" culture = drakkari }
23385 = { name = "Gbadamosi" culture = drakkari }
23386 = { name = "Olanrewaju" culture = drakkari }
23387 = { name = "Magoro" culture = drakkari }
23388 = { name = "Madaki" culture = drakkari }
23389 = { name = "Jang" culture = drakkari }
23390 = { name = "Oyinlola" culture = drakkari }
23391 = { name = "Oyenusi" culture = drakkari }
23392 = { name = "Onejekwe" culture = drakkari }
23393 = { name = "Onwudine" culture = drakkari }
23394 = { name = "Jakande" culture = drakkari }
23395 = { name = "Kalejaiye" culture = drakkari }
23396 = { name = "Igwe" culture = drakkari }
23397 = { name = "Eze" culture = drakkari }
23398 = { name = "Obi" culture = drakkari }
23399 = { name = "Ngige" culture = drakkari }
23400 = { name = "Uba" culture = drakkari }



23401 = { name = "Armorai" culture = frostmane }
23402 = { name = "Pogine" culture = frostmane }
23403 = { name = "Talaniji" culture = frostmane }
23404 = { name = "Ilatike" culture = frostmane }
23405 = { name = "Nagetza" culture = frostmane }
23406 = { name = "Vetla" culture = frostmane }
23407 = { name = "Tajani" culture = frostmane }
23408 = { name = "Tregweni" culture = frostmane }
23409 = { name = "Valakidu" culture = frostmane }
23410 = { name = "Zebuwa" culture = frostmane }
23411 = { name = "Armani" culture = frostmane }
23412 = { name = "Berwandi" culture = frostmane }
23413 = { name = "Huntani" culture = frostmane }
23414 = { name = "Kontala" culture = frostmane }
23415 = { name = "Gyatsu" culture = frostmane }
23416 = { name = "Zuldani" culture = frostmane }
23417 = { name = "Makari" culture = frostmane }
23418 = { name = "Barraki" culture = frostmane }
23419 = { name = "Tsanami" culture = frostmane }
23420 = { name = "Bwotswani" culture = frostmane }
23421 = { name = "Mossami" culture = frostmane }
23422 = { name = "Mossa" culture = frostmane }
23423 = { name = "Nzala" culture = frostmane }
23424 = { name = "Mbakala" culture = frostmane }
23425 = { name = "Tzala" culture = frostmane }
23426 = { name = "Zora" culture = frostmane }
23427 = { name = "Bandbani" culture = frostmane }
23428 = { name = "Terojin" culture = frostmane }
23429 = { name = "Tonami" culture = frostmane }
23430 = { name = "Uchi'hala" culture = frostmane }
23431 = { name = "Ala'tor" culture = frostmane }
23432 = { name = "Sala'jin" culture = frostmane }
23433 = { name = "Tol'gashi" culture = frostmane }
23434 = { name = "Val'jin" culture = frostmane }
23435 = { name = "Val'jala" culture = frostmane }
23436 = { name = "Val'daka" culture = frostmane }
23437 = { name = "Putikala" culture = frostmane }
23438 = { name = "Xuhala" culture = frostmane }
23439 = { name = "Xuhanaka" culture = frostmane }
23440 = { name = "Ostawa" culture = frostmane }
23441 = { name = "Ostawana" culture = frostmane }
23442 = { name = "Ostmawi" culture = frostmane }
23443 = { name = "Dkana" culture = frostmane }
23444 = { name = "Arakana" culture = frostmane }
23445 = { name = "Garakana" culture = frostmane }
23446 = { name = "Grakhana" culture = frostmane }
23447 = { name = "Makarena" culture = frostmane }
23448 = { name = "Malakara" culture = frostmane }
23449 = { name = "Tonamala" culture = frostmane }
23450 = { name = "Bwotsugala" culture = frostmane }
23451 = { name = "Motani" culture = frostmane }
23452 = { name = "Motami" culture = frostmane }
23453 = { name = "Nasrani" culture = frostmane }
23454 = { name = "Dkala" culture = frostmane }
23455 = { name = "Ukhala" culture = frostmane }
23456 = { name = "Ughandi" culture = frostmane }
23457 = { name = "Maldambi" culture = frostmane }
23458 = { name = "Maldonambi" culture = frostmane }
23459 = { name = "Kuretaka" culture = frostmane }
23460 = { name = "Hala" culture = frostmane }
23461 = { name = "Velkahala" culture = frostmane }
23462 = { name = "Malahala" culture = frostmane }
23463 = { name = "Zambala" culture = frostmane }
23464 = { name = "Foreva" culture = frostmane }
23465 = { name = "T'chkani" culture = frostmane }
23466 = { name = "T'pkala" culture = frostmane }
23467 = { name = "Zalajin" culture = frostmane }
23468 = { name = "Zalan'jin" culture = frostmane }
23469 = { name = "Zemba" culture = frostmane }
23470 = { name = "Zebala" culture = frostmane }
23471 = { name = "Zebawala" culture = frostmane }
23472 = { name = "Zekonjin" culture = frostmane }
23473 = { name = "Zantala" culture = frostmane }
23474 = { name = "Zurawana" culture = frostmane }
23475 = { name = "Zalewana" culture = frostmane }
23476 = { name = "Zakarawana" culture = frostmane }
23477 = { name = "Mbuka" culture = frostmane }
23478 = { name = "Ntuka" culture = frostmane }
23479 = { name = "Tskala" culture = frostmane }
23480 = { name = "Tiskala" culture = frostmane }
23481 = { name = "Walazamin" culture = frostmane }
23482 = { name = "Warazana" culture = frostmane }
23483 = { name = "Kazarjin" culture = frostmane }
23484 = { name = "Alkahalu" culture = frostmane }
23485 = { name = "Wzala" culture = frostmane }
23486 = { name = "Ktalu" culture = frostmane }
23487 = { name = "Wtalu" culture = frostmane }
23488 = { name = "Zebudalu" culture = frostmane }
23489 = { name = "Anadalu" culture = frostmane }
23490 = { name = "Dakari" culture = frostmane }
23491 = { name = "Kahirari" culture = frostmane }
23492 = { name = "Xuljin" culture = frostmane }
23493 = { name = "Xuhana" culture = frostmane }
23494 = { name = "Mbekala" culture = frostmane }
23495 = { name = "Terokala" culture = frostmane }
23496 = { name = "Wandalu" culture = frostmane }
23497 = { name = "Pomeranu" culture = frostmane }
23498 = { name = "Nkali" culture = frostmane }
23499 = { name = "Zantalajin" culture = frostmane }
23500 = { name = "Zebrajin" culture = frostmane }
23501 = { name = "Al'jibo" culture = frostmane }
23502 = { name = "Arrowtusk" culture = frostmane }
23503 = { name = "Bag'go" culture = frostmane }
23504 = { name = "Bastoon" culture = frostmane }
23505 = { name = "Windswatcher" culture = frostmane }
23506 = { name = "Beastwalker" culture = frostmane }
23507 = { name = "Steadfast" culture = frostmane }
23508 = { name = "Blazeweaver" culture = frostmane }
23509 = { name = "Bloodfrenzy" culture = frostmane }
23510 = { name = "Bloodteeth" culture = frostmane }
23511 = { name = "Bloodtusk" culture = frostmane }
23512 = { name = "Brokenspear" culture = frostmane }
23513 = { name = "Darktusk" culture = frostmane }
23514 = { name = "Drakebane" culture = frostmane }
23515 = { name = "Flamecaller" culture = frostmane }
23516 = { name = "Flamekeeper" culture = frostmane }
23517 = { name = "Firetusk" culture = frostmane }
23518 = { name = "Firewarder" culture = frostmane }
23519 = { name = "Gadrin" culture = frostmane }
23520 = { name = "Golomojo" culture = frostmane }
23521 = { name = "Grimtusk" culture = frostmane }
23522 = { name = "Blood Drinker" culture = frostmane }
23523 = { name = "Bloodfury" culture = frostmane }
23524 = { name = "Bloodlord" culture = frostmane }
23525 = { name = "Bloodrager" culture = frostmane }
23526 = { name = "Bloodrider" culture = frostmane }
23527 = { name = "Headhunter" culture = frostmane }
23528 = { name = "Hexxer" culture = frostmane }
23529 = { name = "Headsplitter" culture = frostmane }
23530 = { name = "Gutwrench" culture = frostmane }
23531 = { name = "Shadowcaster" culture = frostmane }
23532 = { name = "Seadog" culture = frostmane }
23533 = { name = "Hexx" culture = frostmane }
23534 = { name = "Hexxen" culture = frostmane }
23535 = { name = "Mojo" culture = frostmane }
23536 = { name = "Ji'ro" culture = frostmane }
23537 = { name = "Soulripper" culture = frostmane }
23538 = { name = "Duskwhisperer" culture = frostmane }
23539 = { name = "Longeye" culture = frostmane }
23540 = { name = "Manslayer" culture = frostmane }
23541 = { name = "Mandoom" culture = frostmane }
23542 = { name = "Manbane" culture = frostmane }
23543 = { name = "Flame Eater" culture = frostmane }
23544 = { name = "Dismantler" culture = frostmane }
23545 = { name = "Mordune" culture = frostmane }
23546 = { name = "Mossmeld" culture = frostmane }
23547 = { name = "Nightfang" culture = frostmane }
23548 = { name = "Loa-singer" culture = frostmane }
23549 = { name = "Spotter" culture = frostmane }
23550 = { name = "Shakko" culture = frostmane }
23551 = { name = "Toxifier" culture = frostmane }
23552 = { name = "Steeltusk" culture = frostmane }
23553 = { name = "Stonetusk" culture = frostmane }
23554 = { name = "Stormweaver" culture = frostmane }
23555 = { name = "Lifegrower" culture = frostmane }
23556 = { name = "Starcaller" culture = frostmane }
23557 = { name = "Thornhide" culture = frostmane }
23558 = { name = "Ironshaper" culture = frostmane }
23559 = { name = "Patchmonger" culture = frostmane }
23560 = { name = "Thundercall" culture = frostmane }
23561 = { name = "Two-Tusk" culture = frostmane }
23562 = { name = "Elementalist" culture = frostmane }
23563 = { name = "Vandal" culture = frostmane }
23564 = { name = "Sadist" culture = frostmane }
23565 = { name = "Zurani" culture = frostmane }
23566 = { name = "Eaglebane" culture = frostmane }
23567 = { name = "Two-Toes" culture = frostmane }
23568 = { name = "Hideskinner" culture = frostmane }
23569 = { name = "Scalper" culture = frostmane }
23570 = { name = "Warpbranch" culture = frostmane }
23571 = { name = "Gutchewer" culture = frostmane }
23572 = { name = "Subduer" culture = frostmane }
23573 = { name = "Gulkan" culture = frostmane }
23574 = { name = "Skullcrusher" culture = frostmane }
23575 = { name = "Ramuk" culture = frostmane }
23576 = { name = "Soothsayer" culture = frostmane }
23577 = { name = "Berserker" culture = frostmane }
23578 = { name = "Springbringer" culture = frostmane }
23579 = { name = "Elvenbane" culture = frostmane }
23580 = { name = "Elfeater" culture = frostmane }
23581 = { name = "Thunala" culture = frostmane }
23582 = { name = "Mbeki" culture = frostmane }
23583 = { name = "T'kani" culture = frostmane }
23584 = { name = "Lurakana" culture = frostmane }
23585 = { name = "Asnali" culture = frostmane }
23586 = { name = "Tetuleme" culture = frostmane }
23587 = { name = "Ruksaki" culture = frostmane }
23588 = { name = "Fenri" culture = frostmane }
23589 = { name = "Ndeku" culture = frostmane }
23590 = { name = "I'neku" culture = frostmane }
23591 = { name = "Tawani" culture = frostmane }
23592 = { name = "Tarawi" culture = frostmane }
23593 = { name = "Tarawami" culture = frostmane }
23594 = { name = "Osnetala" culture = frostmane }
23595 = { name = "Tsungu" culture = frostmane }
23596 = { name = "Mbungu" culture = frostmane }
23597 = { name = "Dnungu" culture = frostmane }
23598 = { name = "Pnungu" culture = frostmane }
23599 = { name = "Kari" culture = frostmane }
23600 = { name = "Nosekari" culture = frostmane }
23601 = { name = "Ajanlekoko" culture = frostmane }
23602 = { name = "Ormiata" culture = frostmane }
23603 = { name = "Apeloko" culture = frostmane }
23604 = { name = "Abimbola" culture = frostmane }
23605 = { name = "Abioye" culture = frostmane }
23606 = { name = "Adebowale" culture = frostmane }
23607 = { name = "Adisa" culture = frostmane }
23608 = { name = "Afia" culture = frostmane }
23609 = { name = "Afolabi" culture = frostmane }
23610 = { name = "Afua" culture = frostmane }
23611 = { name = "Akachi" culture = frostmane }
23612 = { name = "Akinyi" culture = frostmane }
23613 = { name = "Akua" culture = frostmane }
23614 = { name = "Baako" culture = frostmane }
23615 = { name = "Babajide" culture = frostmane }
23616 = { name = "Babak" culture = frostmane }
23617 = { name = "Babatunde" culture = frostmane }
23618 = { name = "Babette" culture = frostmane }
23619 = { name = "Chiamaka" culture = frostmane }
23620 = { name = "Chibuzo" culture = frostmane }
23621 = { name = "Chidike" culture = frostmane }
23622 = { name = "Cidubem" culture = frostmane }
23623 = { name = "Chike" culture = frostmane }
23624 = { name = "Chikelu" culture = frostmane }
23625 = { name = "Chikere" culture = frostmane }
23626 = { name = "Chipo" culture = frostmane }
23627 = { name = "Chuks" culture = frostmane }
23629 = { name = "Chukwuemeka" culture = frostmane }
23630 = { name = "Ekua" culture = frostmane }
23631 = { name = "Emeka" culture = frostmane }
23632 = { name = "Emem" culture = frostmane }
23633 = { name = "Faraji" culture = frostmane }
23634 = { name = "Femi" culture = frostmane }
23635 = { name = "Folami" culture = frostmane }
23636 = { name = "Fumnaya" culture = frostmane }
23637 = { name = "Furaha" culture = frostmane }
23638 = { name = "Ife" culture = frostmane }
23639 = { name = "Imamu" culture = frostmane }
23640 = { name = "Manslayer" culture = frostmane }
